,<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
803194,HCM,20150817,7.3281,7.3281,7.0463,7.2344,1081670
803448,HCM,20150814,7.2717,7.3845,7.1778,7.3283,975310
803676,HCM,20150813,7.2905,7.4033,7.1778,7.3095,1487910
803858,HCM,20150812,7.065,7.3093,7.065,7.2531,1770190
804094,HCM,20150811,7.3845,7.4596,7.1778,7.178,1451980
804331,HCM,20150810,7.1214,7.3281,7.1214,7.3283,1535370
804571,HCM,20150807,6.8584,7.065,6.8208,6.9901,961010
804807,HCM,20150806,6.9523,6.9711,6.8208,6.8585,605790
805189,HCM,20150805,6.9711,7.0275,6.8584,6.9713,660930
805289,HCM,20150804,6.7268,6.9335,6.708,6.8585,904900
805530,HCM,20150803,6.7832,6.8959,6.6705,6.727,998230
805770,HCM,20150731,6.9899,7.1026,6.9523,6.9525,552220
806006,HCM,20150730,7.0463,7.065,6.9711,6.9901,724330
806247,HCM,20150729,7.1402,7.2342,7.0463,7.0464,769670
806488,HCM,20150728,7.3093,7.3657,7.1778,7.178,695220
806726,HCM,20150727,7.1026,7.4221,7.0838,7.2907,1434230
806973,HCM,20150724,6.8771,7.0838,6.8584,7.0277,805920
807214,HCM,20150723,6.8771,6.9899,6.8584,6.8961,758530
807457,HCM,20150722,6.6705,6.9147,6.6705,6.8773,599530
807699,HCM,20150721,7.0838,7.1026,6.6892,6.7458,3110160
807943,HCM,20150720,7.1026,7.1778,7.0087,7.178,652750
808187,HCM,20150717,7.1966,7.2342,7.1214,7.1216,442420
808430,HCM,20150716,7.065,7.2342,7.065,7.2156,604550
808676,HCM,20150715,7.3281,7.4033,7.1214,7.1216,1099590
808925,HCM,20150714,7.4221,7.4784,7.2529,7.3283,1106730
809169,HCM,20150713,7.3845,7.516,7.3093,7.3659,882260
809415,HCM,20150710,7.4784,7.61,7.3845,7.3847,1016910
809663,HCM,20150709,7.0275,7.4221,7.0087,7.4223,1352740
809906,HCM,20150708,7.2717,7.2717,7.0463,7.1028,1778980
810154,HCM,20150707,7.3281,7.4033,7.2717,7.2907,1052400
810406,HCM,20150706,7.4408,7.4596,7.2717,7.3847,1374780
810655,HCM,20150703,7.1778,7.4784,7.1214,7.3847,1312330
810896,HCM,20150702,7.0087,7.1966,7.0087,7.1404,538420
811139,HCM,20150701,7.0463,7.1214,6.9523,7.084,1160230
811378,HCM,20150630,7.065,7.1214,6.9147,6.9525,1349720
811620,HCM,20150629,6.9147,7.1778,6.8959,7.1028,903170
811866,HCM,20150626,6.7268,7.1214,6.7268,6.8773,2542910
812104,HCM,20150625,6.5765,6.6892,6.5389,6.6706,947720
812342,HCM,20150624,6.445,6.6329,6.4074,6.5767,1065440
812588,HCM,20150623,6.445,6.4826,6.3886,6.3888,319860
812834,HCM,20150622,6.2947,6.4638,6.2947,6.4451,636630
813075,HCM,20150619,6.4074,6.5013,6.2947,6.3324,479110
813317,HCM,20150618,6.3322,6.4262,6.3134,6.3324,684900
813560,HCM,20150617,6.3698,6.445,6.2947,6.3136,779900
813799,HCM,20150616,6.5201,6.6517,6.4074,6.4076,909450
814043,HCM,20150615,6.6329,6.6705,6.5201,6.5391,503230
814274,HCM,20150612,6.6705,6.708,6.4638,6.6331,772960
814514,HCM,20150611,6.4826,6.5389,6.4074,6.4076,824910
814760,HCM,20150610,6.3886,6.445,6.2007,6.3888,777870
815002,HCM,20150609,6.3134,6.4638,6.2195,6.37,758440
815244,HCM,20150608,6.5765,6.6705,6.3886,6.3888,988390
815487,HCM,20150605,5.994,6.4074,5.9376,6.4076,2220450
815726,HCM,20150604,6.0128,6.088,5.9376,5.9942,358030
815968,HCM,20150603,5.8249,6.0504,5.8249,5.9566,534600
816206,HCM,20150602,5.9376,6.0692,5.8437,5.8439,998690
816443,HCM,20150601,5.9376,6.0504,5.9189,5.9378,692640
816678,HCM,20150529,5.9564,6.0128,5.8625,5.9378,496960
816923,HCM,20150528,5.8437,6.1631,5.8249,5.9754,1186100
817164,HCM,20150527,5.6934,5.9376,5.637,5.8251,968220
817401,HCM,20150526,5.731,5.7873,5.5806,5.6559,684540
817636,HCM,20150525,5.637,5.8249,5.637,5.7499,474040
817870,HCM,20150522,5.637,5.731,5.5806,5.6559,648240
818100,HCM,20150521,5.28,5.4303,5.28,5.4305,1094510
818341,HCM,20150520,4.8666,5.0921,4.8478,5.0922,206050
818582,HCM,20150519,4.7351,4.8478,4.7163,4.7728,161790
818821,HCM,20150518,5.0733,5.0733,4.7915,4.7916,211730
819058,HCM,20150515,5.2424,5.2424,5.0733,5.0734,180730
819299,HCM,20150514,5.2048,5.2424,5.1485,5.205,121020
819535,HCM,20150513,5.3552,5.3552,5.2048,5.2613,185950
819772,HCM,20150512,5.3739,5.3927,5.3176,5.3553,46520
820006,HCM,20150511,5.4303,5.4867,5.3552,5.4117,249620
820239,HCM,20150508,5.2612,5.4303,5.2612,5.3929,218660
820478,HCM,20150507,5.28,5.3176,5.186,5.2426,97810
820714,HCM,20150506,5.5431,5.5431,5.2612,5.2801,301900
820954,HCM,20150505,5.3548,5.426,5.2836,5.3929,191320
821193,HCM,20150504,5.5861,5.5861,5.3726,5.3751,766420
821429,HCM,20150427,5.5683,5.6216,5.5683,5.5887,168130
821669,HCM,20150424,5.5149,5.5861,5.5149,5.5709,119780
821905,HCM,20150423,5.5505,5.5505,5.4793,5.4819,176390
822142,HCM,20150422,5.5505,5.5683,5.4793,5.5175,268020
822380,HCM,20150421,5.6394,5.6572,5.5861,5.5887,152920
822615,HCM,20150420,5.764,5.7818,5.6572,5.6777,128830
822851,HCM,20150417,5.6216,5.8173,5.6216,5.7667,477450
823084,HCM,20150416,5.5683,5.6928,5.5505,5.6421,210900
823318,HCM,20150415,5.6039,5.6039,5.4971,5.5709,170800
823561,HCM,20150414,5.6572,5.6572,5.5505,5.5709,83820
823803,HCM,20150413,5.6572,5.6928,5.6039,5.6421,87230
824039,HCM,20150410,5.5861,5.7284,5.5861,5.6599,251660
824276,HCM,20150409,5.5683,5.6394,5.5683,5.6065,120400
824510,HCM,20150408,5.6039,5.6216,5.5683,5.6065,68650
824747,HCM,20150407,5.5683,5.675,5.5149,5.6065,180200
824986,HCM,20150406,5.5861,5.6394,5.5505,5.5709,155320
825223,HCM,20150403,5.5683,5.6394,5.5505,5.6421,237120
825457,HCM,20150402,5.5149,5.6394,5.4437,5.6243,220360
825695,HCM,20150401,5.6216,5.6928,5.4971,5.5175,183970
825933,HCM,20150331,5.6216,5.7462,5.6216,5.6599,136620
826174,HCM,20150330,5.6928,5.8173,5.6216,5.6243,306540
826417,HCM,20150327,5.7106,5.7284,5.6394,5.6955,88480
826659,HCM,20150326,5.6928,5.764,5.6572,5.6955,183380
826897,HCM,20150325,5.6572,5.6928,5.6039,5.6955,135800
827140,HCM,20150324,5.6928,5.6928,5.5861,5.6599,250770
827381,HCM,20150323,5.7818,5.7995,5.6928,5.6955,206850
827616,HCM,20150320,5.6394,5.8529,5.6394,5.8201,331350
827850,HCM,20150319,5.6928,5.7462,5.6394,5.6599,167110
828095,HCM,20150318,5.6928,5.7284,5.6394,5.6421,174440
828333,HCM,20150317,5.6572,5.7284,5.6572,5.7133,191990
828579,HCM,20150316,5.7995,5.8529,5.6572,5.6599,336400
828820,HCM,20150313,5.9063,5.9063,5.7995,5.8023,242720
829063,HCM,20150312,5.8707,5.9063,5.7995,5.9091,190510
829296,HCM,20150311,5.9063,5.9419,5.8351,5.9091,106390
829539,HCM,20150310,5.8885,5.9241,5.8173,5.9091,180630
829771,HCM,20150309,5.9597,5.9952,5.8707,5.8735,228540
830014,HCM,20150306,6.0486,6.0664,5.9952,6.0337,228690
830252,HCM,20150305,6.0486,6.1198,6.013,6.0515,461700
830488,HCM,20150304,5.7995,6.0308,5.7995,6.0159,641630
830728,HCM,20150303,5.7818,5.7818,5.675,5.7845,151050
830966,HCM,20150302,5.7818,5.8351,5.6572,5.6599,110390
831204,HCM,20150227,5.7818,5.7818,5.6928,5.6955,167930
831446,HCM,20150226,5.6572,5.764,5.6394,5.7489,61470
831686,HCM,20150225,5.8173,5.8173,5.7106,5.7311,114320
831922,HCM,20150224,5.7995,5.8351,5.764,5.8023,95950
832155,HCM,20150213,5.8173,5.8351,5.7284,5.7667,187490
832387,HCM,20150212,5.7818,5.8707,5.7818,5.8023,132610
832620,HCM,20150211,5.6039,5.764,5.6039,5.7667,153520
832855,HCM,20150210,5.6572,5.6572,5.5327,5.6065,119510
833095,HCM,20150209,5.6572,5.675,5.5861,5.5887,126710
833327,HCM,20150206,5.5327,5.6572,5.5327,5.6421,117510
833552,HCM,20150205,5.5683,5.5861,5.5149,5.5353,43250
833780,HCM,20150204,5.4437,5.5505,5.3904,5.5531,207600
834015,HCM,20150203,5.5683,5.6572,5.426,5.4285,244480
834243,HCM,20150202,5.675,5.7106,5.5505,5.5531,154730
834477,HCM,20150130,5.7818,5.7818,5.6394,5.6421,244410
834710,HCM,20150129,5.8351,5.8351,5.6928,5.7667,237030
834937,HCM,20150128,5.8529,5.8707,5.7818,5.8023,217990
835174,HCM,20150127,5.9597,5.9774,5.764,5.7845,546680
835408,HCM,20150126,5.9597,5.9774,5.8707,5.9269,273530
835649,HCM,20150123,5.8529,5.9597,5.7995,5.8913,371590
835881,HCM,20150122,5.764,5.8529,5.6928,5.7845,198680
836114,HCM,20150121,5.8173,5.8529,5.7462,5.7667,283150
836348,HCM,20150120,5.7818,5.8529,5.764,5.8201,185380
836579,HCM,20150119,5.9063,5.9419,5.7818,5.8379,530880
836813,HCM,20150116,5.9419,6.0308,5.9063,5.9447,368800
837049,HCM,20150115,5.8351,5.9597,5.8351,5.9091,320560
837284,HCM,20150114,5.6572,5.8707,5.6216,5.8379,610160
837523,HCM,20150113,5.5683,5.6572,5.5505,5.6243,216510
837754,HCM,20150112,5.7462,5.7462,5.6039,5.6065,244800
837991,HCM,20150109,5.675,5.764,5.6572,5.7133,237960
838222,HCM,20150108,5.764,5.764,5.6394,5.6599,256830
838453,HCM,20150107,5.6394,5.7818,5.6394,5.6955,432240
838685,HCM,20150106,5.426,5.6216,5.4082,5.6243,183390
838909,HCM,20150105,5.5507,5.5682,5.4456,5.4818,368230
839142,HCM,20141231,5.288,5.4806,5.253,5.4642,400260
839371,HCM,20141230,4.9904,5.218,4.9553,5.2191,307480
839603,HCM,20141229,5.253,5.3406,4.9904,4.9914,262500
839841,HCM,20141226,5.323,5.4106,5.2705,5.2716,290390
840071,HCM,20141225,5.4981,5.4981,5.4106,5.4117,147230
840306,HCM,20141224,5.5332,5.6032,5.4981,5.4993,226970
840538,HCM,20141223,5.4981,5.5682,5.4281,5.5168,310990
840767,HCM,20141222,5.3756,5.5157,5.3756,5.4818,264410
840999,HCM,20141219,5.4456,5.5682,5.323,5.3767,302680
841231,HCM,20141218,5.3406,5.4281,5.288,5.4292,429860
841466,HCM,20141217,5.6207,5.6382,5.2355,5.2366,830790
841704,HCM,20141216,5.7958,5.8308,5.6032,5.6219,461050
841940,HCM,20141215,5.9184,5.9359,5.8483,5.8671,152600
842174,HCM,20141212,5.8483,5.9534,5.8483,5.8846,170750
842406,HCM,20141211,5.9009,6.0234,5.9009,5.9371,123530
842643,HCM,20141210,5.7783,6.041,5.6032,6.0422,507240
842878,HCM,20141209,6.076,6.146,5.7783,5.7795,403360
843119,HCM,20141208,6.2336,6.2336,6.1635,6.1648,164400
843360,HCM,20141205,6.2161,6.2686,6.1985,6.2348,139740
843593,HCM,20141204,6.3036,6.3211,6.2161,6.2348,194180
843829,HCM,20141203,6.2161,6.2861,6.2161,6.2699,172070
844074,HCM,20141202,6.1985,6.2511,6.181,6.1998,146700
844318,HCM,20141201,6.2511,6.2861,6.1985,6.1998,182270
844554,HCM,20141128,6.1985,6.2686,6.1985,6.2348,142880
844789,HCM,20141127,6.2161,6.2511,6.1285,6.2524,316340
845023,HCM,20141126,6.2861,6.3211,6.181,6.2173,345830
845259,HCM,20141125,6.1985,6.2511,6.181,6.2173,178100
845497,HCM,20141124,6.2161,6.2161,6.1285,6.1998,433780
845734,HCM,20141121,6.3912,6.4262,6.2336,6.2699,304890
845974,HCM,20141120,6.3736,6.3912,6.3211,6.3925,304690
846208,HCM,20141119,6.3912,6.4262,6.3036,6.3049,564010
846452,HCM,20141118,6.4437,6.4612,6.3912,6.3925,391420
846692,HCM,20141117,6.5312,6.5312,6.4612,6.4625,129000
846932,HCM,20141114,6.5137,6.5312,6.4262,6.48,486180
847171,HCM,20141113,6.6013,6.6363,6.5312,6.5326,479880
847408,HCM,20141112,6.6188,6.6188,6.5487,6.5851,232370
847645,HCM,20141111,6.5487,6.6538,6.5312,6.5851,250370
847879,HCM,20141110,6.5487,6.6013,6.5487,6.5501,446730
848113,HCM,20141107,6.4612,6.5487,6.4437,6.5151,219070
848349,HCM,20141106,6.4787,6.4787,6.4087,6.4625,179290
848585,HCM,20141105,6.4437,6.5312,6.3561,6.3925,590070
848821,HCM,20141104,6.5312,6.5487,6.4437,6.4625,369660
849058,HCM,20141103,6.4962,6.6013,6.4962,6.5326,443480
849291,HCM,20141031,6.3386,6.4787,6.3386,6.4625,406100
849529,HCM,20141030,6.4087,6.4612,6.3386,6.3399,234540
849773,HCM,20141029,6.4087,6.4962,6.3561,6.4625,258640
850013,HCM,20141028,6.2161,6.3386,6.181,6.3049,435150
850251,HCM,20141027,6.3561,6.4262,6.2161,6.2173,626340
850488,HCM,20141024,6.4787,6.5137,6.3912,6.445,378040
850726,HCM,20141023,6.6188,6.6538,6.4612,6.48,904490
850961,HCM,20141022,6.4437,6.6363,6.4437,6.6377,598710
851198,HCM,20141021,6.4087,6.4612,6.3736,6.4275,362850
851435,HCM,20141020,6.4087,6.4787,6.3912,6.41,540370
851667,HCM,20141017,6.3036,6.4437,6.2511,6.41,723400
851904,HCM,20141016,6.6538,6.6713,6.3036,6.3049,1297700
852141,HCM,20141015,6.7063,6.7414,6.6013,6.6552,837050
852381,HCM,20141014,6.8814,6.9165,6.7414,6.7427,708790
852544,HCM,20141013,6.8289,6.9165,6.7939,6.8828,357930
852773,HCM,20141010,6.8989,6.969,6.8289,6.8478,769320
853014,HCM,20141009,7.0916,7.0916,6.934,6.9354,544820
853258,HCM,20141008,7.0565,7.1441,6.9865,7.0054,692770
853501,HCM,20141007,7.1091,7.1616,7.074,7.093,627070
853745,HCM,20141006,7.1791,7.2141,7.0916,7.1105,469660
853988,HCM,20141003,7.1966,7.2491,7.1091,7.128,754330
854228,HCM,20141002,6.9865,7.1966,6.9165,7.128,1445450
854469,HCM,20141001,6.9165,6.9865,6.8989,6.9354,615450
854708,HCM,20140930,6.7939,6.8989,6.7589,6.8478,520870
854945,HCM,20140929,6.9865,6.9865,6.7939,6.7953,954510
855185,HCM,20140926,6.8114,6.8814,6.7589,6.7603,561160
855427,HCM,20140925,6.6538,6.7589,6.4962,6.7427,914280
855663,HCM,20140924,6.7414,6.8114,6.6363,6.6552,762550
855899,HCM,20140923,6.7589,6.8639,6.7238,6.7427,618540
856137,HCM,20140922,7.0565,7.0565,6.7589,6.7603,1001160
856377,HCM,20140919,6.8464,6.9515,6.8289,6.9179,753770
856614,HCM,20140918,7.2842,7.3367,6.8989,6.9004,1303550
856852,HCM,20140917,6.934,7.2491,6.9165,7.2506,3959870
857091,HCM,20140916,6.7589,6.7764,6.6538,6.7778,644770
857323,HCM,20140915,6.9165,6.9165,6.7589,6.7603,1231440
857561,HCM,20140912,6.8639,6.8814,6.7764,6.8128,690460
857799,HCM,20140911,6.934,6.9865,6.8289,6.8478,834440
858035,HCM,20140910,6.6888,6.8639,6.5663,6.8653,649240
858274,HCM,20140909,6.934,7.0565,6.4787,6.6902,2387940
858521,HCM,20140908,6.8464,6.9165,6.8114,6.8653,692170
858769,HCM,20140905,6.7939,6.7939,6.6713,6.7778,742750
859005,HCM,20140904,6.7414,6.8114,6.6888,6.7077,1127710
859244,HCM,20140903,6.9165,6.934,6.7764,6.7778,898660
859484,HCM,20140829,6.8814,6.9165,6.7589,6.8303,826780
859723,HCM,20140828,6.5838,6.8989,6.5663,6.8478,1434960
859958,HCM,20140827,6.4962,6.6188,6.4612,6.5851,1152910
860186,HCM,20140826,6.5312,6.5663,6.4437,6.4975,939000
860425,HCM,20140825,6.4262,6.5663,6.4087,6.4625,1235090
860663,HCM,20140822,6.3912,6.4612,6.3561,6.375,891820
860897,HCM,20140821,6.2511,6.4787,6.2511,6.3574,1695420
861137,HCM,20140820,6.3036,6.3386,6.2511,6.2524,349870
861375,HCM,20140819,6.3386,6.4262,6.2511,6.2699,1150410
861619,HCM,20140818,6.1285,6.3561,6.111,6.2874,1589890
861857,HCM,20140815,6.1285,6.1635,6.0935,6.1298,521200
862091,HCM,20140814,6.1285,6.2336,6.111,6.1473,939790
862321,HCM,20140813,5.9359,6.0935,5.9184,6.0947,628650
862553,HCM,20140812,5.9534,6.0234,5.9359,5.9546,389620
862789,HCM,20140811,6.0059,6.0059,5.9359,5.9546,364590
863021,HCM,20140808,6.076,6.0935,5.9709,5.9721,629950
863253,HCM,20140807,5.9884,6.076,5.9709,6.0597,354890
863488,HCM,20140806,6.0935,6.1285,6.041,6.0772,403610
863722,HCM,20140805,6.0059,6.0585,5.9884,6.0597,564960
863959,HCM,20140804,5.8834,6.0234,5.8659,5.9897,737540
864186,HCM,20140801,5.9184,6.0059,5.6032,5.9021,633450
864418,HCM,20140731,5.9884,6.041,5.9534,5.9897,609370
864651,HCM,20140730,5.9534,6.076,5.9534,5.9721,585620
864877,HCM,20140729,5.9884,5.9884,5.9009,5.9546,623190
865107,HCM,20140728,6.0935,6.111,5.9359,5.9721,1143070
865339,HCM,20140725,6.2686,6.3211,6.146,6.1473,527800
865574,HCM,20140724,6.1985,6.2511,6.1985,6.2524,485700
865806,HCM,20140723,6.3036,6.3036,6.1985,6.1998,808540
866036,HCM,20140722,6.3386,6.3561,6.2161,6.2524,904010
866263,HCM,20140721,6.4787,6.4787,6.3036,6.3224,699250
866500,HCM,20140718,6.3386,6.4612,6.3211,6.3925,1000270
866733,HCM,20140717,6.3036,6.4087,6.2686,6.3574,914120
866967,HCM,20140716,6.5137,6.5312,6.3211,6.3224,882970
867202,HCM,20140715,6.146,6.3736,6.146,6.375,1256030
867438,HCM,20140714,6.1285,6.146,6.0234,6.1122,706700
867669,HCM,20140711,6.1285,6.1985,6.0585,6.0947,1093110
867898,HCM,20140710,6.3211,6.3211,6.1285,6.1823,1392870
868139,HCM,20140709,6.3561,6.4087,6.3211,6.3399,596860
868373,HCM,20140708,6.3211,6.3736,6.2861,6.3224,907950
868606,HCM,20140707,6.4437,6.4612,6.3386,6.375,402380
868840,HCM,20140704,6.4787,6.4787,6.3736,6.4275,1122170
869073,HCM,20140703,6.4787,6.5312,6.3912,6.48,647070
869302,HCM,20140702,6.3211,6.4437,6.2861,6.375,492510
869533,HCM,20140701,6.2861,6.3736,6.2511,6.2874,816470
869764,HCM,20140630,6.2511,6.3386,6.2161,6.2699,436730
869994,HCM,20140627,6.2861,6.3211,6.2336,6.2524,450920
870226,HCM,20140626,6.3036,6.3736,6.2861,6.2874,638990
870459,HCM,20140625,6.3386,6.3912,6.2861,6.3049,616030
870689,HCM,20140624,6.146,6.2861,6.1285,6.2874,876660
870907,HCM,20140623,6.2686,6.3036,6.181,6.2173,469510
871128,HCM,20140620,6.3211,6.4612,6.2161,6.3049,853490
871351,HCM,20140619,6.041,6.2161,5.8659,6.1998,1689940
871582,HCM,20140618,6.2511,6.3211,6.1285,6.1823,912520
871811,HCM,20140617,5.9534,6.3036,5.9359,6.2348,1134840
872040,HCM,20140616,5.9359,6.041,5.9184,5.9371,805400
872262,HCM,20140613,5.9534,5.9884,5.9009,5.9371,565440
872493,HCM,20140612,5.9884,6.076,5.9184,5.9897,988250
872721,HCM,20140611,5.7608,5.9884,5.7083,5.9897,1256350
872948,HCM,20140610,5.8483,5.9359,5.6908,5.6919,1585320
873173,HCM,20140609,6.0059,6.0059,5.8483,5.9546,1937500
873401,HCM,20140606,5.323,5.6207,5.2705,5.6219,1333710
873629,HCM,20140605,5.0954,5.3055,4.9904,5.2541,962760
873855,HCM,20140604,5.3406,5.3406,5.0604,5.0965,1085550
874086,HCM,20140603,5.253,5.3581,5.2355,5.3241,535560
874318,HCM,20140602,5.4631,5.4631,5.253,5.2541,1840180
874548,HCM,20140530,5.4281,5.5682,5.323,5.4642,1801300
874777,HCM,20140529,5.3581,5.6032,5.323,5.3942,1230810
875010,HCM,20140528,5.253,5.4106,5.253,5.4117,1543170
875243,HCM,20140527,4.9028,5.183,4.9028,5.184,1670560
875468,HCM,20140526,4.8328,4.9378,4.7452,4.8863,390840
875689,HCM,20140523,4.9028,4.9553,4.7802,4.8863,698830
875917,HCM,20140522,5.0604,5.1129,4.9028,4.9038,1397740
876152,HCM,20140521,4.8853,5.0779,4.7977,5.0614,782940
876381,HCM,20140520,4.7802,4.9378,4.7277,4.8863,1162350
876603,HCM,20140519,4.6577,4.9203,4.6051,4.8513,1017940
876833,HCM,20140516,4.5526,4.6752,4.43,4.6761,1177040
877062,HCM,20140515,4.4475,4.6752,4.2024,4.3784,2354580
877288,HCM,20140514,4.0273,4.3775,4.0273,4.3784,1065770
877517,HCM,20140513,4.2024,4.3075,4.0973,4.0982,1813320
877751,HCM,20140512,4.5876,4.5876,4.395,4.3959,810660
877981,HCM,20140509,4.6051,4.7977,4.6051,4.7112,1721570
878215,HCM,20140508,4.9904,4.9904,4.7977,4.7987,1583140
878450,HCM,20140507,5.1479,5.2355,5.0779,5.149,431780
878682,HCM,20140506,5.253,5.253,4.8678,5.149,1198700
878912,HCM,20140505,5.6381,5.6381,5.1836,5.1838,1407660
879134,HCM,20140429,5.5034,5.5707,5.5034,5.5709,316620
879354,HCM,20140428,5.6717,5.6885,5.5707,5.5709,624580
879581,HCM,20140425,5.6549,5.739,5.6212,5.6719,1193320
879812,HCM,20140424,5.5707,5.7559,5.5371,5.6382,491310
880042,HCM,20140423,5.7895,5.8568,5.6381,5.6382,757470
880278,HCM,20140422,5.6381,5.7895,5.4024,5.7897,990950
880512,HCM,20140421,5.8064,5.8064,5.4193,5.4194,1576450
880748,HCM,20140418,6.2439,6.2439,5.8232,5.8234,1306860
880980,HCM,20140417,6.1598,6.3954,6.1598,6.2441,1146710
881211,HCM,20140416,6.4964,6.5132,6.042,6.1263,1960470
881441,HCM,20140415,6.9508,6.9508,6.4964,6.4966,1486220
881683,HCM,20140414,7.0686,7.1191,6.934,6.951,475050
881921,HCM,20140411,7.0518,7.1528,7.0013,7.0688,423260
882161,HCM,20140410,6.9845,7.1696,6.934,7.052,792270
882395,HCM,20140408,6.9845,7.0181,6.9003,6.9342,535410
882631,HCM,20140407,7.0013,7.0349,6.9508,6.9679,364950
882872,HCM,20140404,6.8835,7.0181,6.8666,6.951,549300
883110,HCM,20140403,6.7993,6.9845,6.7993,6.8837,319540
883343,HCM,20140402,6.9003,7.0518,6.6142,6.7996,992330
883580,HCM,20140401,7.0686,7.1696,6.8666,6.9005,1124330
883818,HCM,20140331,7.0686,7.2369,7.0181,7.153,1123140
884055,HCM,20140328,7.0181,7.1528,6.9845,7.052,1033830
884296,HCM,20140327,6.6479,6.8835,6.5637,6.8837,1054930
884535,HCM,20140326,6.8835,6.9508,6.5469,6.5639,1396280
884776,HCM,20140325,7.1023,7.1359,6.6815,6.6817,2188220
885019,HCM,20140324,7.2369,7.3211,7.1359,7.1362,864750
885264,HCM,20140321,7.2369,7.3211,7.1023,7.2035,1024050
885504,HCM,20140320,7.4389,7.4389,7.0686,7.2371,1538900
885746,HCM,20140319,7.0686,7.3547,7.0181,7.3045,862780
885992,HCM,20140318,6.8162,7.1528,6.6815,6.9847,892420
886232,HCM,20140317,6.4627,6.732,6.4122,6.7322,883570
886477,HCM,20140314,6.1261,6.3617,6.0925,6.3283,852080
886713,HCM,20140313,5.9242,6.143,5.9073,6.1263,869960
886954,HCM,20140312,5.8568,5.941,5.84,5.8739,705400
887192,HCM,20140311,5.9073,5.941,5.8232,5.857,666270
887435,HCM,20140310,5.8737,5.941,5.8737,5.9244,445830
887676,HCM,20140307,5.7727,5.9747,5.6717,5.8739,939290
887917,HCM,20140306,5.4698,5.7559,5.3856,5.7561,1486220
888154,HCM,20140305,5.3688,5.4698,5.3015,5.4699,839500
888390,HCM,20140304,5.1332,5.3519,5.0995,5.3016,1049960
888630,HCM,20140303,5.3519,5.3519,5.1836,5.1838,859220
888868,HCM,20140228,5.1332,5.3856,5.0995,5.3521,1477790
889108,HCM,20140227,5.3519,5.3519,5.0827,5.1165,1044420
889352,HCM,20140226,5.3015,5.3519,5.1836,5.3521,800650
889594,HCM,20140225,5.049,5.3015,5.0153,5.3016,1087070
889834,HCM,20140224,4.8639,5.0827,4.8134,5.0828,920420
890073,HCM,20140221,4.7124,4.8807,4.6283,4.7967,1011820
890309,HCM,20140220,4.9817,4.9985,4.6787,4.7126,1571590
890553,HCM,20140219,5.0153,5.0322,4.948,4.9987,628800
890798,HCM,20140218,4.8302,4.948,4.8302,4.9482,632950
891040,HCM,20140217,4.8639,4.9312,4.8302,4.8472,664440
891282,HCM,20140214,4.7629,4.948,4.7629,4.9314,1179910
891524,HCM,20140213,4.7629,4.7629,4.6787,4.7631,854040
891767,HCM,20140212,4.6619,4.7461,4.6283,4.7462,536960
892008,HCM,20140211,4.7966,4.8134,4.5946,4.6284,776340
892247,HCM,20140210,4.6451,4.7797,4.6114,4.7126,502650
892479,HCM,20140207,4.7797,4.847,4.5778,4.6621,893690
892713,HCM,20140206,4.7966,4.9144,4.7629,4.7799,488410
892945,HCM,20140127,4.6787,4.8639,4.5609,4.8472,552940
893179,HCM,20140124,4.6451,4.7629,4.5778,4.6789,499850
893415,HCM,20140123,4.5778,4.6283,4.5273,4.5947,296260
893643,HCM,20140122,4.6619,4.6956,4.46,4.5274,701040
893877,HCM,20140121,4.46,4.6787,4.3926,4.6284,555200
894114,HCM,20140120,4.5104,4.6283,4.4431,4.4601,502220
894347,HCM,20140117,4.6787,4.7292,4.5104,4.5106,876690
894578,HCM,20140116,4.3926,4.6283,4.3758,4.6284,1293050
894816,HCM,20140115,4.3253,4.5441,4.3253,4.4264,1186230
895050,HCM,20140114,4.258,4.3421,4.2412,4.2918,656490
895284,HCM,20140113,4.2748,4.3253,4.258,4.275,431060
895516,HCM,20140110,4.4263,4.4431,4.2917,4.2918,569860
895741,HCM,20140109,4.3758,4.3926,4.3085,4.3928,529850
895976,HCM,20140108,4.2412,4.3421,4.1738,4.3423,741060
